,Code,lng,lat
141,SDN,29.862604017208476,15.990584955445737
142,SSD,30.19861747178924,7.2928895897951325
143,SEN,-14.50980270579705,14.354140014155805
144,SLB,159.96661541684992,-8.852497486452751
145,SLE,-11.795257379763935,8.530353735589902
146,SLV,-88.87290324483777,13.726091618589232
147,-99,46.23074785947273,9.757970278633923
148,SOM,45.726700723866,4.752347709937349
149,SRB,20.819651225489295,44.23303717135302
150,SUR,-55.91145636465013,4.120007947741116
151,SVK,19.507657094537777,48.726711307505404
152,SVN,14.938152421437369,46.12542210264743
153,SWE,16.61308911399856,62.75374501934748
154,SWZ,31.395255844605924,-26.489855180704044
155,SYR,38.5442393733774,35.012614074829585
156,TCD,18.581329575702306,15.328867455033203
157,TGO,0.9964041377430793,8.439541614235027
158,THA,101.00613361307731,15.016975159492544
159,TJK,71.03443536178717,38.58308139503347
160,TKM,59.27543045011875,39.0912400957797
161,TLS,125.96629991038336,-8.767760366825915
162,TTO,-61.33036691444967,10.428237089201879
163,TUN,9.534716183500798,34.1729392589533
164,TUR,35.11690118892168,39.0683717510573
165,TWN,120.97480073551253,23.740964945371164
166,TZA,34.752988128602865,-6.257732678257468
167,UGA,32.35754824335682,1.2954870115966217
168,UKR,31.36953300795844,48.97301785822527
169,URY,-56.00327859834228,-32.780904514653514
170,USA,-112.59943833351174,45.705629532237324
171,UZB,63.203639703135565,41.7486026261526
172,VEN,-66.16382729479622,7.162132242283131
173,VNM,106.28584084813977,16.657937717046636
174,VUT,167.07375125029344,-15.54267729928402
175,PSE,35.27331963061304,31.941136592975468
176,YEM,47.53504457693309,15.913231867023978
177,ZAF,25.048013931521393,-28.947033272505536
178,ZMB,27.727591839703326,-13.395067586158229
179,ZWE,29.788548314172136,-18.90698790433024
