"season","driver","car","track","direction","grand_prix","date","position","player_name","player_time","points","screenshot_link"
"2021_gp1","aston","shadow","area_41","normal","tour",2021-02-07,4,"TheUnwiseGeek","02:25:633",9,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-area_41-normal/2021_gp1-2021-02-07-tour-area_41-normal.png"
"2021_gp1","aston","shadow","area_41","normal","tour",2021-02-07,5,"Wimpy","02:33:257",8,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-area_41-normal/2021_gp1-2021-02-07-tour-area_41-normal.png"
"2021_gp1","aston","shadow","area_41","normal","tour",2021-02-07,6,"bigcalm","02:33:388",7,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-area_41-normal/2021_gp1-2021-02-07-tour-area_41-normal.png"
"2021_gp1","aston","shadow","area_41","normal","tour",2021-02-07,7,"madhens","DNF",0,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-area_41-normal/2021_gp1-2021-02-07-tour-area_41-normal.png"
"2021_gp1","viktor","t-66_super","temple_drive","normal","tour",2021-02-07,1,"rpodcast","03:13:682",12,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-temple_drive-normal/2021_gp1-2021-02-07-tour-temple_drive-normal.png"
"2021_gp1","viktor","t-66_super","temple_drive","normal","tour",2021-02-07,2,"Wimpy","03:14:115",11,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-temple_drive-normal/2021_gp1-2021-02-07-tour-temple_drive-normal.png"
"2021_gp1","viktor","t-66_super","temple_drive","normal","tour",2021-02-07,3,"FrenchguyCH","03:14:329",10,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-temple_drive-normal/2021_gp1-2021-02-07-tour-temple_drive-normal.png"
"2021_gp1","viktor","t-66_super","temple_drive","normal","tour",2021-02-07,4,"bigcalm","03:14:472",9,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-temple_drive-normal/2021_gp1-2021-02-07-tour-temple_drive-normal.png"
"2021_gp1","viktor","t-66_super","temple_drive","normal","tour",2021-02-07,5,"TwoD","03:16:940",8,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-temple_drive-normal/2021_gp1-2021-02-07-tour-temple_drive-normal.png"
"2021_gp1","viktor","t-66_super","temple_drive","normal","tour",2021-02-07,6,"madhens","03:17:478",7,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-temple_drive-normal/2021_gp1-2021-02-07-tour-temple_drive-normal.png"
"2021_gp1","viktor","t-66_super","temple_drive","normal","tour",2021-02-07,7,"TheUnwiseGeek","03:18:166",6,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-temple_drive-normal/2021_gp1-2021-02-07-tour-temple_drive-normal.png"
"2021_gp1","marcus","rosso","castle_funfair","normal","tour",2021-02-07,1,"TheUnwiseGeek","02:15:166",12,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-castle_funfair-normal/2021_gp1-2021-02-07-tour-castle_funfair-normal.png"
"2021_gp1","marcus","rosso","castle_funfair","normal","tour",2021-02-07,2,"Wimpy","02:15:624",11,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-castle_funfair-normal/2021_gp1-2021-02-07-tour-castle_funfair-normal.png"
"2021_gp1","marcus","rosso","castle_funfair","normal","tour",2021-02-07,3,"FrenchguyCH","02:16:014",10,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-castle_funfair-normal/2021_gp1-2021-02-07-tour-castle_funfair-normal.png"
"2021_gp1","marcus","rosso","castle_funfair","normal","tour",2021-02-07,4,"madhens","02:16:390",9,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-castle_funfair-normal/2021_gp1-2021-02-07-tour-castle_funfair-normal.png"
"2021_gp1","marcus","rosso","castle_funfair","normal","tour",2021-02-07,5,"rpodcast","02:16:432",8,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-castle_funfair-normal/2021_gp1-2021-02-07-tour-castle_funfair-normal.png"
"2021_gp1","marcus","rosso","castle_funfair","normal","tour",2021-02-07,6,"TwoD","02:20:679",7,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-castle_funfair-normal/2021_gp1-2021-02-07-tour-castle_funfair-normal.png"
"2021_gp1","marcus","rosso","castle_funfair","normal","tour",2021-02-07,7,"bigcalm","02:21:453",6,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-castle_funfair-normal/2021_gp1-2021-02-07-tour-castle_funfair-normal.png"
"2021_gp1","alexa","diamond_back","marina","mirrored","tour",2021-02-07,1,"FrenchguyCH","02:59:065",12,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-marina-mirrored/2021_gp1-2021-02-07-tour-marina-mirrored.png"
"2021_gp1","alexa","diamond_back","marina","mirrored","tour",2021-02-07,2,"Wimpy","03:00:647",11,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-marina-mirrored/2021_gp1-2021-02-07-tour-marina-mirrored.png"
"2021_gp1","alexa","diamond_back","marina","mirrored","tour",2021-02-07,3,"rpodcast","03:00:782",10,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-marina-mirrored/2021_gp1-2021-02-07-tour-marina-mirrored.png"
"2021_gp1","alexa","diamond_back","marina","mirrored","tour",2021-02-07,4,"bigcalm","03:02:255",9,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-marina-mirrored/2021_gp1-2021-02-07-tour-marina-mirrored.png"
"2021_gp1","alexa","diamond_back","marina","mirrored","tour",2021-02-07,5,"TheUnwiseGeek","03:04:067",8,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-marina-mirrored/2021_gp1-2021-02-07-tour-marina-mirrored.png"
"2021_gp1","alexa","diamond_back","marina","mirrored","tour",2021-02-07,6,"TwoD","03:04:214",7,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-marina-mirrored/2021_gp1-2021-02-07-tour-marina-mirrored.png"
"2021_gp1","alexa","diamond_back","marina","mirrored","tour",2021-02-07,7,"madhens","DNF",0,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-marina-mirrored/2021_gp1-2021-02-07-tour-marina-mirrored.png"
"2021_gp1","marcus","vector","area_41","mirrored","tour",2021-02-07,1,"Wimpy","02:20:103",12,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-area_41-mirrored/2021_gp1-2021-02-07-tour-area_41-mirrored.png"
"2021_gp1","marcus","vector","area_41","mirrored","tour",2021-02-07,2,"bigcalm","02:20:153",11,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-area_41-mirrored/2021_gp1-2021-02-07-tour-area_41-mirrored.png"
"2021_gp1","marcus","vector","area_41","mirrored","tour",2021-02-07,3,"TwoD","02:20:563",10,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-area_41-mirrored/2021_gp1-2021-02-07-tour-area_41-mirrored.png"
"2021_gp1","marcus","vector","area_41","mirrored","tour",2021-02-07,4,"TheUnwiseGeek","02:20:583",9,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-area_41-mirrored/2021_gp1-2021-02-07-tour-area_41-mirrored.png"
"2021_gp1","marcus","vector","area_41","mirrored","tour",2021-02-07,5,"rpodcast","02:21:148",8,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-area_41-mirrored/2021_gp1-2021-02-07-tour-area_41-mirrored.png"
"2021_gp1","marcus","vector","area_41","mirrored","tour",2021-02-07,6,"FrenchguyCH","02:22:080",7,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-area_41-mirrored/2021_gp1-2021-02-07-tour-area_41-mirrored.png"
"2021_gp1","marcus","vector","area_41","mirrored","tour",2021-02-07,7,"madhens","02:26:473",6,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-area_41-mirrored/2021_gp1-2021-02-07-tour-area_41-mirrored.png"
"2021_gp1","mike","bullet","temple_drive","mirrored","tour",2021-02-07,1,"FrenchguyCH","03:13:233",12,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-temple_drive-mirrored/2021_gp1-2021-02-07-tour-temple_drive-mirrored.png"
"2021_gp1","mike","bullet","temple_drive","mirrored","tour",2021-02-07,2,"rpodcast","03:13:915",11,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-temple_drive-mirrored/2021_gp1-2021-02-07-tour-temple_drive-mirrored.png"
"2021_gp1","mike","bullet","temple_drive","mirrored","tour",2021-02-07,3,"TwoD","03:14:221",10,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-temple_drive-mirrored/2021_gp1-2021-02-07-tour-temple_drive-mirrored.png"
"2021_gp1","mike","bullet","temple_drive","mirrored","tour",2021-02-07,4,"bigcalm","03:14:373",9,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-temple_drive-mirrored/2021_gp1-2021-02-07-tour-temple_drive-mirrored.png"
"2021_gp1","mike","bullet","temple_drive","mirrored","tour",2021-02-07,5,"TheUnwiseGeek","03:14:500",8,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-temple_drive-mirrored/2021_gp1-2021-02-07-tour-temple_drive-mirrored.png"
"2021_gp1","mike","bullet","temple_drive","mirrored","tour",2021-02-07,6,"Wimpy","03:23:688",7,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-temple_drive-mirrored/2021_gp1-2021-02-07-tour-temple_drive-mirrored.png"
"2021_gp1","mike","bullet","temple_drive","mirrored","tour",2021-02-07,7,"madhens","DNF",0,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-temple_drive-mirrored/2021_gp1-2021-02-07-tour-temple_drive-mirrored.png"
"2021_gp1","keiko","eight_rock","castle_funfair","mirrored","tour",2021-02-07,1,"TwoD","02:16:992",12,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-castle_funfair-mirrored/2021_gp1-2021-02-07-tour-castle_funfair-mirrored.png"
"2021_gp1","keiko","eight_rock","castle_funfair","mirrored","tour",2021-02-07,2,"bigcalm","02:17:138",11,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-castle_funfair-mirrored/2021_gp1-2021-02-07-tour-castle_funfair-mirrored.png"
"2021_gp1","keiko","eight_rock","castle_funfair","mirrored","tour",2021-02-07,3,"TheUnwiseGeek","02:17:416",10,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-castle_funfair-mirrored/2021_gp1-2021-02-07-tour-castle_funfair-mirrored.png"
"2021_gp1","keiko","eight_rock","castle_funfair","mirrored","tour",2021-02-07,4,"Wimpy","02:17:506",9,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-castle_funfair-mirrored/2021_gp1-2021-02-07-tour-castle_funfair-mirrored.png"
"2021_gp1","keiko","eight_rock","castle_funfair","mirrored","tour",2021-02-07,5,"rpodcast","02:19:799",8,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-castle_funfair-mirrored/2021_gp1-2021-02-07-tour-castle_funfair-mirrored.png"
"2021_gp1","keiko","eight_rock","castle_funfair","mirrored","tour",2021-02-07,6,"FrenchguyCH","02:22:915",7,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-castle_funfair-mirrored/2021_gp1-2021-02-07-tour-castle_funfair-mirrored.png"
"2021_gp1","keiko","eight_rock","castle_funfair","mirrored","tour",2021-02-07,7,"madhens","DNF",0,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-07-tour-castle_funfair-mirrored/2021_gp1-2021-02-07-tour-castle_funfair-mirrored.png"
"2021_gp1","xing","blaze","boneyard","normal","pro_circuit",2021-02-14,1,"popey","02:30:699",12,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-boneyard-normal/2021_gp1-2021-02-14-pro_circuit-boneyard-normal.png"
"2021_gp1","xing","blaze","boneyard","normal","pro_circuit",2021-02-14,2,"rpodcast","02:31:016",11,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-boneyard-normal/2021_gp1-2021-02-14-pro_circuit-boneyard-normal.png"
"2021_gp1","xing","blaze","boneyard","normal","pro_circuit",2021-02-14,3,"Wimpy","02:31:140",10,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-boneyard-normal/2021_gp1-2021-02-14-pro_circuit-boneyard-normal.png"
"2021_gp1","xing","blaze","boneyard","normal","pro_circuit",2021-02-14,4,"FrenchguyCH","02:31:407",9,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-boneyard-normal/2021_gp1-2021-02-14-pro_circuit-boneyard-normal.png"
"2021_gp1","xing","blaze","boneyard","normal","pro_circuit",2021-02-14,5,"TheUnwiseGeek","02:32:399",8,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-boneyard-normal/2021_gp1-2021-02-14-pro_circuit-boneyard-normal.png"
"2021_gp1","xing","blaze","boneyard","normal","pro_circuit",2021-02-14,6,"bigcalm","02:32:587",7,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-boneyard-normal/2021_gp1-2021-02-14-pro_circuit-boneyard-normal.png"
"2021_gp1","xing","blaze","boneyard","normal","pro_circuit",2021-02-14,7,"TwoD","02:44:798",6,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-boneyard-normal/2021_gp1-2021-02-14-pro_circuit-boneyard-normal.png"
"2021_gp1","xing","blaze","boneyard","normal","pro_circuit",2021-02-14,8,"madhens","DNF",0,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-boneyard-normal/2021_gp1-2021-02-14-pro_circuit-boneyard-normal.png"
"2021_gp1","xing","blaze","fossil_cave","normal","pro_circuit",2021-02-14,1,"Wimpy","02:51:657",12,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-fossil_cave-normal/2021_gp1-2021-02-14-pro_circuit-fossil_cave-normal.png"
"2021_gp1","xing","blaze","fossil_cave","normal","pro_circuit",2021-02-14,2,"rpodcast","02:52:415",11,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-fossil_cave-normal/2021_gp1-2021-02-14-pro_circuit-fossil_cave-normal.png"
"2021_gp1","xing","blaze","fossil_cave","normal","pro_circuit",2021-02-14,3,"TheUnwiseGeek","02:52:566",10,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-fossil_cave-normal/2021_gp1-2021-02-14-pro_circuit-fossil_cave-normal.png"
"2021_gp1","xing","blaze","fossil_cave","normal","pro_circuit",2021-02-14,4,"FrenchguyCH","02:52:725",9,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-fossil_cave-normal/2021_gp1-2021-02-14-pro_circuit-fossil_cave-normal.png"
"2021_gp1","xing","blaze","fossil_cave","normal","pro_circuit",2021-02-14,5,"madhens","02:55:491",8,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-fossil_cave-normal/2021_gp1-2021-02-14-pro_circuit-fossil_cave-normal.png"
"2021_gp1","xing","blaze","fossil_cave","normal","pro_circuit",2021-02-14,6,"popey","02:55:950",7,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-fossil_cave-normal/2021_gp1-2021-02-14-pro_circuit-fossil_cave-normal.png"
"2021_gp1","xing","blaze","fossil_cave","normal","pro_circuit",2021-02-14,7,"bigcalm","02:58:053",6,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-fossil_cave-normal/2021_gp1-2021-02-14-pro_circuit-fossil_cave-normal.png"
"2021_gp1","xing","blaze","fossil_cave","normal","pro_circuit",2021-02-14,8,"TwoD","03:00:695",5,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-fossil_cave-normal/2021_gp1-2021-02-14-pro_circuit-fossil_cave-normal.png"
"2021_gp1","xing","blaze","ocean_world","normal","pro_circuit",2021-02-14,1,"rpodcast","02:53:248",12,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-ocean_world-normal/2021_gp1-2021-02-14-pro_circuit-ocean_world-normal.png"
"2021_gp1","xing","blaze","ocean_world","normal","pro_circuit",2021-02-14,2,"Wimpy","02:53:348",11,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-ocean_world-normal/2021_gp1-2021-02-14-pro_circuit-ocean_world-normal.png"
"2021_gp1","xing","blaze","ocean_world","normal","pro_circuit",2021-02-14,3,"bigcalm","02:53:478",10,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-ocean_world-normal/2021_gp1-2021-02-14-pro_circuit-ocean_world-normal.png"
"2021_gp1","xing","blaze","ocean_world","normal","pro_circuit",2021-02-14,4,"popey","02:53:533",9,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-ocean_world-normal/2021_gp1-2021-02-14-pro_circuit-ocean_world-normal.png"
"2021_gp1","xing","blaze","ocean_world","normal","pro_circuit",2021-02-14,5,"FrenchguyCH","02:53:705",8,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-ocean_world-normal/2021_gp1-2021-02-14-pro_circuit-ocean_world-normal.png"
"2021_gp1","xing","blaze","ocean_world","normal","pro_circuit",2021-02-14,6,"TheUnwiseGeek","02:53:883",7,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-ocean_world-normal/2021_gp1-2021-02-14-pro_circuit-ocean_world-normal.png"
"2021_gp1","xing","blaze","ocean_world","normal","pro_circuit",2021-02-14,7,"TwoD","02:57:125",6,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-ocean_world-normal/2021_gp1-2021-02-14-pro_circuit-ocean_world-normal.png"
"2021_gp1","xing","blaze","ocean_world","normal","pro_circuit",2021-02-14,8,"madhens","03:07:743",5,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-ocean_world-normal/2021_gp1-2021-02-14-pro_circuit-ocean_world-normal.png"
"2021_gp1","xing","blaze","royal_roadway","normal","pro_circuit",2021-02-14,1,"rpodcast","03:05:015",12,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-royal_roadway-normal/2021_gp1-2021-02-14-pro_circuit-royal_roadway-normal.png"
"2021_gp1","xing","blaze","royal_roadway","normal","pro_circuit",2021-02-14,2,"Wimpy","03:05:102",11,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-royal_roadway-normal/2021_gp1-2021-02-14-pro_circuit-royal_roadway-normal.png"
"2021_gp1","xing","blaze","royal_roadway","normal","pro_circuit",2021-02-14,3,"FrenchguyCH","03:05:254",10,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-royal_roadway-normal/2021_gp1-2021-02-14-pro_circuit-royal_roadway-normal.png"
"2021_gp1","xing","blaze","royal_roadway","normal","pro_circuit",2021-02-14,4,"bigcalm","03:05:514",9,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-royal_roadway-normal/2021_gp1-2021-02-14-pro_circuit-royal_roadway-normal.png"
"2021_gp1","xing","blaze","royal_roadway","normal","pro_circuit",2021-02-14,5,"popey","03:05:917",8,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-royal_roadway-normal/2021_gp1-2021-02-14-pro_circuit-royal_roadway-normal.png"
"2021_gp1","xing","blaze","royal_roadway","normal","pro_circuit",2021-02-14,6,"TwoD","03:08:534",7,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-royal_roadway-normal/2021_gp1-2021-02-14-pro_circuit-royal_roadway-normal.png"
"2021_gp1","xing","blaze","royal_roadway","normal","pro_circuit",2021-02-14,7,"TheUnwiseGeek","03:15:100",6,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-royal_roadway-normal/2021_gp1-2021-02-14-pro_circuit-royal_roadway-normal.png"
"2021_gp1","xing","blaze","royal_roadway","normal","pro_circuit",2021-02-14,8,"madhens","DNF",0,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-royal_roadway-normal/2021_gp1-2021-02-14-pro_circuit-royal_roadway-normal.png"
"2021_gp1","mike","bullet","boneyard","mirrored","pro_circuit",2021-02-14,1,"FrenchguyCH","02:32:615",12,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-boneyard-mirrored/2021_gp1-2021-02-14-pro_circuit-boneyard-mirrored.png"
"2021_gp1","mike","bullet","boneyard","mirrored","pro_circuit",2021-02-14,2,"bigcalm","02:32:671",11,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-boneyard-mirrored/2021_gp1-2021-02-14-pro_circuit-boneyard-mirrored.png"
"2021_gp1","mike","bullet","boneyard","mirrored","pro_circuit",2021-02-14,3,"Wimpy","02:32:923",10,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-boneyard-mirrored/2021_gp1-2021-02-14-pro_circuit-boneyard-mirrored.png"
"2021_gp1","mike","bullet","boneyard","mirrored","pro_circuit",2021-02-14,4,"TheUnwiseGeek","02:33:166",9,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-boneyard-mirrored/2021_gp1-2021-02-14-pro_circuit-boneyard-mirrored.png"
"2021_gp1","mike","bullet","boneyard","mirrored","pro_circuit",2021-02-14,5,"rpodcast","02:33:750",8,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-boneyard-mirrored/2021_gp1-2021-02-14-pro_circuit-boneyard-mirrored.png"
"2021_gp1","mike","bullet","boneyard","mirrored","pro_circuit",2021-02-14,6,"popey","02:36:017",7,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-boneyard-mirrored/2021_gp1-2021-02-14-pro_circuit-boneyard-mirrored.png"
"2021_gp1","mike","bullet","boneyard","mirrored","pro_circuit",2021-02-14,7,"TwoD","02:39:142",6,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-boneyard-mirrored/2021_gp1-2021-02-14-pro_circuit-boneyard-mirrored.png"
"2021_gp1","mike","bullet","boneyard","mirrored","pro_circuit",2021-02-14,8,"madhens","DNF",0,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-boneyard-mirrored/2021_gp1-2021-02-14-pro_circuit-boneyard-mirrored.png"
"2021_gp1","mike","bullet","fossil_cave","mirrored","pro_circuit",2021-02-14,1,"Wimpy","02:51:779",12,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-fossil_cave-mirrored/2021_gp1-2021-02-14-pro_circuit-fossil_cave-mirrored.png"
"2021_gp1","mike","bullet","fossil_cave","mirrored","pro_circuit",2021-02-14,2,"rpodcast","02:52:316",11,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-fossil_cave-mirrored/2021_gp1-2021-02-14-pro_circuit-fossil_cave-mirrored.png"
"2021_gp1","mike","bullet","fossil_cave","mirrored","pro_circuit",2021-02-14,3,"FrenchguyCH","02:52:330",10,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-fossil_cave-mirrored/2021_gp1-2021-02-14-pro_circuit-fossil_cave-mirrored.png"
"2021_gp1","mike","bullet","fossil_cave","mirrored","pro_circuit",2021-02-14,4,"popey","02:52:567",9,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-fossil_cave-mirrored/2021_gp1-2021-02-14-pro_circuit-fossil_cave-mirrored.png"
"2021_gp1","mike","bullet","fossil_cave","mirrored","pro_circuit",2021-02-14,5,"TheUnwiseGeek","02:52:816",8,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-fossil_cave-mirrored/2021_gp1-2021-02-14-pro_circuit-fossil_cave-mirrored.png"
"2021_gp1","mike","bullet","fossil_cave","mirrored","pro_circuit",2021-02-14,6,"bigcalm","02:52:887",7,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-fossil_cave-mirrored/2021_gp1-2021-02-14-pro_circuit-fossil_cave-mirrored.png"
"2021_gp1","mike","bullet","fossil_cave","mirrored","pro_circuit",2021-02-14,7,"TwoD","02:54:255",6,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-fossil_cave-mirrored/2021_gp1-2021-02-14-pro_circuit-fossil_cave-mirrored.png"
"2021_gp1","mike","bullet","fossil_cave","mirrored","pro_circuit",2021-02-14,8,"madhens","03:06:393",5,"https://raw.githubusercontent.com/rpodcast/hotshots.pinboard/master/2021_gp1-2021-02-14-pro_circuit-fossil_cave-mirrored/2021_gp1-2021-02-14-pro_circuit-fossil_cave-mirrored.png"
